Doctor id,Doctor Name,Specialization,Disease-treated,City,Review_text,Cost
138,dr-fahad-mudassar-hameed,Rheumatologist,Arthritis,islamabad,"Bhot hi achy doctor or bhot nafees insan.. Allah kamyabi de.., Bhot hi achy doctor or bhot nafees insan.. Allah kamyabi de.., I had sugar. Ye mere regular doctor hain. 
Sugar k treatment k liye mein inkay pass jata hun. later on meri tang mein masla hogya tha uska operation bhi inhon ne karaya tha
, I had sugar. Ye mere regular doctor hain. 
Sugar k treatment k liye mein inkay pass jata hun. later on meri tang mein masla hogya tha uska operation bhi inhon ne karaya tha
, He is like our family doctor. 
mera har family member jaata hai unkay pass. 
he is very kind and humble person. , He is like our family doctor. 
mera har family member jaata hai unkay pass. 
he is very kind and humble person. , Satisfied, Satisfied, Satisfied , Satisfied , Fully Satisfied., Fully Satisfied., Fully Satisfied., Fully Satisfied., Satisfied, Satisfied",2000
139,dr-hassan-shaukat,Rheumatologist,Arthritis,lahore,"Satisfied, Satisfied, He was curious about our patient not only on his duty time, we r free to contact him anytime. Consulting Dr. Hassan just Satisfying. In every issue he was on front door to help., He was curious about our patient not only on his duty time, we r free to contact him anytime. Consulting Dr. Hassan just Satisfying. In every issue he was on front door to help., Recommended 10/10.
Very vigilant & co-operative! , Recommended 10/10.
Very vigilant & co-operative! , One of best and the greatest doctors / surgeon in Pakistan. A very kind humble personality. My 2 family members were treated by him. Ma Sha Allah we have such doctors in our country., One of best and the greatest doctors / surgeon in Pakistan. A very kind humble personality. My 2 family members were treated by him. Ma Sha Allah we have such doctors in our country., Not only one of the best surgeon in Pakistan but a very great human being. I had 2 family members who were treated by him.

Once you get in contact with this doctor he becomes your family. I haven't met a doctor like him who is this humble, kind and down to earth. 

Very much experienced and I'll recommend every person who is looking for a genuine advise and treatment., Not only one of the best surgeon in Pakistan but a very great human being. I had 2 family members who were treated by him.

Once you get in contact with this doctor he becomes your family. I haven't met a doctor like him who is this humble, kind and down to earth. 

Very much experienced and I'll recommend every person who is looking for a genuine advise and treatment., Very good service during this pandemic. We appriciated keep it up.
, Very good service during this pandemic. We appriciated keep it up.
, Allamdulliah he is the finest, humble and most professional doctor i have ever met in my life, my trust on doctors was reborn because of Mr Hassan, may Allah bless this kind soul, Allamdulliah he is the finest, humble and most professional doctor i have ever met in my life, my trust on doctors was reborn because of Mr Hassan, may Allah bless this kind soul, A highly qualified, experienced and well cooperative surgeon.., A highly qualified, experienced and well cooperative surgeon.., He is very kind and cooperative doctor.i know him through my sister .Allah bless him , He is very kind and cooperative doctor.i know him through my sister .Allah bless him , Great doctor, saved my life. Very responsible, punctual and trustworthy. , Great doctor, saved my life. Very responsible, punctual and trustworthy. , Hi is very loving and caring surgeon. He save my life When many doctors in Lahore refused to perform my operation .Doctor Hasan is a form of relationship in the world ., Hi is very loving and caring surgeon. He save my life When many doctors in Lahore refused to perform my operation .Doctor Hasan is a form of relationship in the world ., Great doctor, saved my life. Very responsible, punctual and trustworthy. , Great doctor, saved my life. Very responsible, punctual and trustworthy. , I'm highly satisfied by his treatment and he is always very kind and humble in response to the patients. , I'm highly satisfied by his treatment and he is always very kind and humble in response to the patients. , Satisfied. , Satisfied. , I am satisfied with treatment and attitude, I am satisfied with treatment and attitude, I'm satisfied, I'm satisfied, Am satisfied, Am satisfied, He is one of the best Doctors I've met in Lahore. He was benign, efficient and keen to details. Answered all my concerns thoroughly. I highly recommend Dr. Hassan., He is one of the best Doctors I've met in Lahore. He was benign, efficient and keen to details. Answered all my concerns thoroughly. I highly recommend Dr. Hassan., He is the best surgeon ever! I was near to die , he saved me after ALLAH ! lots of prayer for Dr Hassan ! , He is the best surgeon ever! I was near to die , he saved me after ALLAH ! lots of prayer for Dr Hassan ! , I was operated for gallbladder by him. It's not less than a miracle treated by him. What a great experience with great diagnosis abilities. Years of my disease is resolved even I don't need any medication.  Have recommended him to many, and they are also happy and satisfied by him. 
, I was operated for gallbladder by him. It's not less than a miracle treated by him. What a great experience with great diagnosis abilities. Years of my disease is resolved even I don't need any medication.  Have recommended him to many, and they are also happy and satisfied by him. 
, MASHA ALLAH MASHA ALLAH MASHA ALLAH 
What a doctor and what an amazing human.
I was operated for laparoscopic cholecystectomy. I don't only visit him but he also always responds the calls too in an emergency. MAY ALLAH BLESS him. Ameen

, MASHA ALLAH MASHA ALLAH MASHA ALLAH 
What a doctor and what an amazing human.
I was operated for laparoscopic cholecystectomy. I don't only visit him but he also always responds the calls too in an emergency. MAY ALLAH BLESS him. Ameen

",1000
140,dr-iffat-noureen,Rheumatologist,Arthritis,rawalpindi,"I am satisfied with her work, I am satisfied with her work, Super clear and thorough with her explanation and consultation, Super clear and thorough with her explanation and consultation, Professional and kind., Professional and kind., Good doctor., Good doctor., Very knowledgeable, kind and attentive. Addressed all my concerns. Highly recommend her!, Very knowledgeable, kind and attentive. Addressed all my concerns. Highly recommend her!, Very good doc its reliable for All patient very good, Very good doc its reliable for All patient very good, She is a good Dr and well experienced. I am satisfied with her work and I have been very impressed., She is a good Dr and well experienced. I am satisfied with her work and I have been very impressed., Dr. Iffat Noureen is very kind, friendly and professional., Dr. Iffat Noureen is very kind, friendly and professional., It was good experience, It was good experience, She so nice doctor and good experience with her, She so nice doctor and good experience with her, She was very thorough and her guidance was very helpful., She was very thorough and her guidance was very helpful., Dr Iffat is very polite and Nice to patients, my experience with her was beyond imagination...I would recommend her for everyone...Thank you for the consultancy.., Dr Iffat is very polite and Nice to patients, my experience with her was beyond imagination...I would recommend her for everyone...Thank you for the consultancy.., highly recmnded satisfied, highly recmnded satisfied, Apparat from the consultation fee hospital charges are very expensive. I visited reliance hospital., Apparat from the consultation fee hospital charges are very expensive. I visited reliance hospital.",2000
141,dr-imran-masud,Rheumatologist,Arthritis,gujranwala,"Overall better. Looking for results. Polite and cooperative. Understood my problem in a better way. Will recommend., Overall better. Looking for results. Polite and cooperative. Understood my problem in a better way. Will recommend., Very professional, and the way Dr. Imran communicates is very understandable and easy to follow his instructions., Very professional, and the way Dr. Imran communicates is very understandable and easy to follow his instructions., He was responsive and pay attention to our requests and concerns., He was responsive and pay attention to our requests and concerns., Knowledgeable, responsive, thorough. Good behave., Knowledgeable, responsive, thorough. Good behave., A great doctor with a really pleasant staff, A great doctor with a really pleasant staff, It was my first visit and he was very professional. I am looking for my follow up visit., It was my first visit and he was very professional. I am looking for my follow up visit., Staff is professional, kind and attentive. I will be continuing on with him., Staff is professional, kind and attentive. I will be continuing on with him., Highly recommended. Minimal wait. Very thorough. Strong communication. Patient. Good listener., Highly recommended. Minimal wait. Very thorough. Strong communication. Patient. Good listener., Alhamdullilah! I am very satisfied with the check up of Dr. Imran., Alhamdullilah! I am very satisfied with the check up of Dr. Imran., Doctor behavior was very good, Doctor behavior was very good, Everyone here is nice and efficient., Everyone here is nice and efficient., Dr. Muhammad Imran  to anyone needing his services. You won't be disappointed!, Dr. Muhammad Imran  to anyone needing his services. You won't be disappointed!, Seamless experience, excellent bedside manner, respectful doctor., Seamless experience, excellent bedside manner, respectful doctor., Doctor is very cooperative and excellent. Counter staff is very unprofessional., Doctor is very cooperative and excellent. Counter staff is very unprofessional., My visit here is always excellent. Everyone’s very professional and respectful., My visit here is always excellent. Everyone’s very professional and respectful.",500
142,dr-iqbal-jaffar,Rheumatologist,Arthritis,quetta,"best experience, best experience, I got surgery of hernia and he did it great, I got surgery of hernia and he did it great, Best doctor in quetta, Best doctor in quetta, Good Experience, Good Experience, Yes I'm 110% satisfied with Dr iqbal Jafar, actually I'm totally surprised that even in quetta City (3rd class city) We have well qualified doctor. May ALLAH BLESS Him alot ameen., Yes I'm 110% satisfied with Dr iqbal Jafar, actually I'm totally surprised that even in quetta City (3rd class city) We have well qualified doctor. May ALLAH BLESS Him alot ameen., Dr. Iqbal Jaffar is one of the most accomplished and professional person I have come across in the field of surgery. During my house job as House Officer at Civil Hospital Quetta in the Surgery department, I witnessed his utmost sincerity with his patients who belonged to remote areas. In addition to that, in the Trauma Center, I can attest to his timely treatment of critical patients till they completely recovered by regularly visiting their beds., Dr. Iqbal Jaffar is one of the most accomplished and professional person I have come across in the field of surgery. During my house job as House Officer at Civil Hospital Quetta in the Surgery department, I witnessed his utmost sincerity with his patients who belonged to remote areas. In addition to that, in the Trauma Center, I can attest to his timely treatment of critical patients till they completely recovered by regularly visiting their beds., Very talented, competent and professional doctor, who is always available to help others in need., Very talented, competent and professional doctor, who is always available to help others in need., Very helpful, carefully learn all concern of patients, satisfy each patient, counsel professionally., Very helpful, carefully learn all concern of patients, satisfy each patient, counsel professionally., It was better experience with your counselling . I am fully satisfied and Al Hamd u lillah feeling well. And I hope that this practice saves the life of many more. Allah almighty bless upon you . Ameen 
Regards 
Asadullah jaffar, It was better experience with your counselling . I am fully satisfied and Al Hamd u lillah feeling well. And I hope that this practice saves the life of many more. Allah almighty bless upon you . Ameen 
Regards 
Asadullah jaffar, The services that i receive from dr iqbal jaffar is excellent. Dr. Iqbal jaffar did a great job with my first ever health exam...
Wonderful experience with Dr. Iqbal jaffar was a wonderful surgeon, he ensured I had a smooth prep, surgery. I am so glad I chose dr iqbal jaffar as my dr and would highly recommend to anyone.
Dr. Iqbal jaffar is incredible. Not only has he  taken great care of my health, but also he is lovely to speak with at every appointment. It’s rare to find a doctor that combines such personal touches and care for a patient as a person with outstanding quality of medical care. I highly recommend becoming her patient
Great medical office, wonderful and warm experience from start to finish. Appreciate Dr. Iqbal jaffar taking time to go over the diagnosis clearly and treatment options, The services that i receive from dr iqbal jaffar is excellent. Dr. Iqbal jaffar did a great job with my first ever health exam...
Wonderful experience with Dr. Iqbal jaffar was a wonderful surgeon, he ensured I had a smooth prep, surgery. I am so glad I chose dr iqbal jaffar as my dr and would highly recommend to anyone.
Dr. Iqbal jaffar is incredible. Not only has he  taken great care of my health, but also he is lovely to speak with at every appointment. It’s rare to find a doctor that combines such personal touches and care for a patient as a person with outstanding quality of medical care. I highly recommend becoming her patient
Great medical office, wonderful and warm experience from start to finish. Appreciate Dr. Iqbal jaffar taking time to go over the diagnosis clearly and treatment options, Iam satisfied he is great doctor iqbal, Iam satisfied he is great doctor iqbal, Dr. Iqbal is not only a good doctor but an amazing human being as well. He treats his patients with respect and care which is psychologically helpful in quick recovery of patients. Dr. Iqbal is the real servant to humanity because he not only cure disease but patient ad well.
Great work God bless you., Dr. Iqbal is not only a good doctor but an amazing human being as well. He treats his patients with respect and care which is psychologically helpful in quick recovery of patients. Dr. Iqbal is the real servant to humanity because he not only cure disease but patient ad well.
Great work God bless you., Dr.Iqbal Jaffar seems to have mastered his profession in ways that has always proven as positive and the right decision made in hard times....I have always recommended others too., Dr.Iqbal Jaffar seems to have mastered his profession in ways that has always proven as positive and the right decision made in hard times....I have always recommended others too., Very professional at his work and counsels well. My experience with him has always been very satisfactory. May Allah grant him with health and prosperity., Very professional at his work and counsels well. My experience with him has always been very satisfactory. May Allah grant him with health and prosperity., I got my 2 sons circumcised by Dr Iqbal and highly recommend his expertise to others. The whole process went by so precise and smooth with minimum amount of pain. Definitely recommended., I got my 2 sons circumcised by Dr Iqbal and highly recommend his expertise to others. The whole process went by so precise and smooth with minimum amount of pain. Definitely recommended., Dr. Iqbal is such a nice doctor. Ounki nazar hamesha Bemari ki wajah pa hoti ha. , Dr. Iqbal is such a nice doctor. Ounki nazar hamesha Bemari ki wajah pa hoti ha. , Iqbal jaffar is very good surgeon.
meri sari family inkay pass jati hai. kisi ka bhi koi issue ya surgery ho insay hoti hai.
Best doctor, Iqbal jaffar is very good surgeon.
meri sari family inkay pass jati hai. kisi ka bhi koi issue ya surgery ho insay hoti hai.
Best doctor",1500
143,dr-iqra-shaikh,Rheumatologist,Arthritis,gujranwala,"Highly recommended 
Good , Highly recommended 
Good , Gujranwala main sab se achi surgeon hain yeh 
main ap sa female se bhi bolon gi agr koi bhi masla ho inse rabta keren , Gujranwala main sab se achi surgeon hain yeh 
main ap sa female se bhi bolon gi agr koi bhi masla ho inse rabta keren , Boht ache ikhlaq ki dr hain Dr Iqra in ke treatment se main boht satisfied hon 
Shukeria , Boht ache ikhlaq ki dr hain Dr Iqra in ke treatment se main boht satisfied hon 
Shukeria , Best Female surgeon 
Thank you dr iqra , Best Female surgeon 
Thank you dr iqra , Very good experience , Very good experience , Satisfied , Satisfied , She diagnosed me reall well. It was a great experience. She is really kind , She diagnosed me reall well. It was a great experience. She is really kind , It was a wonderful experience. One of the best doctor, It was a wonderful experience. One of the best doctor, She is  good listener and satisfied the patient 
, She is  good listener and satisfied the patient 
, Great lady doctor outstanding having no words , Great lady doctor outstanding having no words , Very very good doctor .gud behavior listens to patients and diagnose very well .. highly recommended . May Allah bless her .  , Very very good doctor .gud behavior listens to patients and diagnose very well .. highly recommended . May Allah bless her .  , Very very good doctor very gud behavior listens to patients and diagnose very well .. highly recommended . May Allah bless her .  , Very very good doctor very gud behavior listens to patients and diagnose very well .. highly recommended . May Allah bless her .  , V kind and humble to patients..  , V kind and humble to patients..  , Doctor Iqra was too much good and she treats with good manners and skills. Over all I'm satisfied, Doctor Iqra was too much good and she treats with good manners and skills. Over all I'm satisfied, Buhat ache se checkup kiya tha tasali se bat suni or deatail se batya sab kuch .....Allah pk mujhe sehat den ameen, Buhat ache se checkup kiya tha tasali se bat suni or deatail se batya sab kuch .....Allah pk mujhe sehat den ameen, satified, satified",1000
144,dr-kafeel-ur-rehman-8896,Rheumatologist,Arthritis,abbottabad,"sir 500 rupees mein mashwary k elawa or b boht kuch dety hain, sir 500 rupees mein mashwary k elawa or b boht kuch dety hain, He did my appendectomy. I am satisfied with all the follow ups and his services. My experience was excellent with him., He did my appendectomy. I am satisfied with all the follow ups and his services. My experience was excellent with him., I am totally satisfied with his services., I am totally satisfied with his services.",1500
145,dr-lt-col-r-muhammad-azhar-qureshi,Rheumatologist,Arthritis,rawalpindi,"extremely good, extremely good, Very Great man.. Detail guide line , Very Great man.. Detail guide line , Great and Nice man, Great and Nice man, 100% Problem can be solved after talking Cornal Sahab.. Very Great Kind nd Most Experienced man 
ALLAH blessed you Sir, 100% Problem can be solved after talking Cornal Sahab.. Very Great Kind nd Most Experienced man 
ALLAH blessed you Sir, Very kind man, Very kind man, excellent arrangements by Marham. 
, excellent arrangements by Marham. 
, Very Kind Man.. , Very Kind Man.. , Excellent guide nd kind man, Excellent guide nd kind man, Excellent Consultation of Doctor, Excellent Consultation of Doctor, I am Ali Nasir!
I had a wonderful experience with Doc.Azhar Qureshi my opeartaion was very tough but he handled the situation very well He was like angel to me at that time. I Am very thankful to him May Allah bless him once again thanks to Doc.Azhar Qureshi.., I am Ali Nasir!
I had a wonderful experience with Doc.Azhar Qureshi my opeartaion was very tough but he handled the situation very well He was like angel to me at that time. I Am very thankful to him May Allah bless him once again thanks to Doc.Azhar Qureshi.., I'm satisfied with Doc. He is very good doc. Thank you, I'm satisfied with Doc. He is very good doc. Thank you, I'm satisfied with Doc. He is very good doc. Thank you, I'm satisfied with Doc. He is very good doc. Thank you, Best surgeon in Pakistan Rawalpindi. I had very bad harnia . He did my operation . After 3 days i am feeling good . Walking having food . God bless him., Best surgeon in Pakistan Rawalpindi. I had very bad harnia . He did my operation . After 3 days i am feeling good . Walking having food . God bless him., Excellent , Excellent , Excellent work .very good hospital . Very caring staff  . Col shab is excellent doctor i love there work .i prefer don't go to Cmh its worst hospital now . Its my personal experiences, Excellent work .very good hospital . Very caring staff  . Col shab is excellent doctor i love there work .i prefer don't go to Cmh its worst hospital now . Its my personal experiences, Excellent work .very good hospital . Very caring staff  . Col shab is excellent doctor i love there work .i prefer don't go to Cmh its worst hospital now . Its my personal experiences, Excellent work .very good hospital . Very caring staff  . Col shab is excellent doctor i love there work .i prefer don't go to Cmh its worst hospital now . Its my personal experiences, Dr. Lt Col (r) Muhammad Azhar Qureshi is very professional, a good listener and provided us with excellent service for my mother's medical condition. I would highly recommend Dr. Azhar Qureshi. Thanks DOC! ., Dr. Lt Col (r) Muhammad Azhar Qureshi is very professional, a good listener and provided us with excellent service for my mother's medical condition. I would highly recommend Dr. Azhar Qureshi. Thanks DOC! ., Dr. Lt Col (r) Muhammad Azhar Qureshi is very professional, a good listener and provided us with excellent service for my mother's medical condition. Dr. Azhar Qureshi and the staff organized the hospital so well that my mom felt well taken care of. I would highly recommend Dr. Azhar Qureshi. Thanks DOC! ., Dr. Lt Col (r) Muhammad Azhar Qureshi is very professional, a good listener and provided us with excellent service for my mother's medical condition. Dr. Azhar Qureshi and the staff organized the hospital so well that my mom felt well taken care of. I would highly recommend Dr. Azhar Qureshi. Thanks DOC! ., Dr. Lt Col (r) Muhammad Azhar Qureshi was very professional, a good listener and provided us with excellent service for my mother's medical condition. Dr. Azhar Qureshi and the staff organized the hospital so well that my mom felt well taken care of. I would highly recommend Dr. Azhar Qureshi.
Thanks DOC! , Dr. Lt Col (r) Muhammad Azhar Qureshi was very professional, a good listener and provided us with excellent service for my mother's medical condition. Dr. Azhar Qureshi and the staff organized the hospital so well that my mom felt well taken care of. I would highly recommend Dr. Azhar Qureshi.
Thanks DOC! , Dr. Lt Col (r) Muhammad Azhar Qureshi was very professional, a good listener and provided us with excellent service for my mother's medical condition. Dr. Azhar Qureshi and the staff organized the hospital so well that my mom felt well taken care of. I would highly recommend Dr. Azhar Qureshi.
Thanks DOC! , Dr. Lt Col (r) Muhammad Azhar Qureshi was very professional, a good listener and provided us with excellent service for my mother's medical condition. Dr. Azhar Qureshi and the staff organized the hospital so well that my mom felt well taken care of. I would highly recommend Dr. Azhar Qureshi.
Thanks DOC! , Asslam o alaikum...dr.azhar was very helpful polite and cooperative...i had a very serious anal fissure problem 21 days ago...i was nt able to sit sleep either i was nt in the condition of passing stool...he operated me nd now Alhamdulilah i am doing very well thnks to him, Asslam o alaikum...dr.azhar was very helpful polite and cooperative...i had a very serious anal fissure problem 21 days ago...i was nt able to sit sleep either i was nt in the condition of passing stool...he operated me nd now Alhamdulilah i am doing very well thnks to him, Asslam o alaikum...dr.azhar was very helpful polite and cooperative...i had a very serious anal fissure problem 21 days ago...i was nt able to sit sleep either i was nt in the condition of passing stool...he operated me nd now Alhamdulilah i am doing very well thnks to him, Asslam o alaikum...dr.azhar was very helpful polite and cooperative...i had a very serious anal fissure problem 21 days ago...i was nt able to sit sleep either i was nt in the condition of passing stool...he operated me nd now Alhamdulilah i am doing very well thnks to him, If anybody is looking for right doctor for any medical surgery then i would suggest to consult with Mr.Dr. Azhar Qureshi  who is very professional, a good listener and very cooperative i had a gallbladder surgery from him and he provided me with excellent service for my medical condition.”, If anybody is looking for right doctor for any medical surgery then i would suggest to consult with Mr.Dr. Azhar Qureshi  who is very professional, a good listener and very cooperative i had a gallbladder surgery from him and he provided me with excellent service for my medical condition.”, Regards,My father was a complicated case with gangrenous and pus collected cholecystitis revealed by Dr.Azhar on opening for cholecystectomy while operating as he was the worse case but Dr.Azhar proceeded with complete procedure and duly satisfaction without hesitation.Now my father is very well and moving healthy after a long and successful treatment by him.Dr Azhar is the surgeon who is not only the specialist while very expert,bold and confident decision maker whose personality is God fearing,god gifted ,kind hearted and humble too.So I would highly recommend this surgeon for every person who are sufferings complicated illness.I would keep him in my prayers always for his prosperity in all ways of life ameen., Regards,My father was a complicated case with gangrenous and pus collected cholecystitis revealed by Dr.Azhar on opening for cholecystectomy while operating as he was the worse case but Dr.Azhar proceeded with complete procedure and duly satisfaction without hesitation.Now my father is very well and moving healthy after a long and successful treatment by him.Dr Azhar is the surgeon who is not only the specialist while very expert,bold and confident decision maker whose personality is God fearing,god gifted ,kind hearted and humble too.So I would highly recommend this surgeon for every person who are sufferings complicated illness.I would keep him in my prayers always for his prosperity in all ways of life ameen., I have the experience of working with him.He is an excellent surgeon, excellent surgical skills and excellent in diagnosing the complex diseases related to surgery.
He is a very humble human and very polite with his colleagues and patients., I have the experience of working with him.He is an excellent surgeon, excellent surgical skills and excellent in diagnosing the complex diseases related to surgery.
He is a very humble human and very polite with his colleagues and patients., Dr. Azhar Qureshi is a well experienced surgeon.Highly recommended., Dr. Azhar Qureshi is a well experienced surgeon.Highly recommended., Dr. Azhar Qureshi is well experienced surgeon.Highly recommended., Dr. Azhar Qureshi is well experienced surgeon.Highly recommended., Dr Azhar Qureshi is well experienced confident and competent General Surgeon having vast experience in dealing with all Acute and Chronic General Surgical conditions. Moreover having served in Armed forces and different fronts, he has excellent experience in trauma cases include general surgery and orthopedics. He is Advance trauma life support certified General Surgeon., Dr Azhar Qureshi is well experienced confident and competent General Surgeon having vast experience in dealing with all Acute and Chronic General Surgical conditions. Moreover having served in Armed forces and different fronts, he has excellent experience in trauma cases include general surgery and orthopedics. He is Advance trauma life support certified General Surgeon., Dr Azhar Qureshi is well experienced confident and competent General Surgeon having vast experience in dealing with all Acute and Chronic General Surgical conditions. Moreover having served in Armed forces and different fronts, he has excellent experience in trauma cases include general surgery and orthopedics. He is Advance trauma life support certified General Surgeon., Dr Azhar Qureshi is well experienced confident and competent General Surgeon having vast experience in dealing with all Acute and Chronic General Surgical conditions. Moreover having served in Armed forces and different fronts, he has excellent experience in trauma cases include general surgery and orthopedics. He is Advance trauma life support certified General Surgeon., Col Dr azhar is a very experienced surgeon , He had done my Appendix surgery ,it went great . Now i am fully healed and living healthy life, Col Dr azhar is a very experienced surgeon , He had done my Appendix surgery ,it went great . Now i am fully healed and living healthy life, Dr Muhammad azhar is a experienced surgeon , i am satisfied with his treatment .highly recommended ., Dr Muhammad azhar is a experienced surgeon , i am satisfied with his treatment .highly recommended ., very kind soft spoken and professional doctor i asked many questions he replied very softly and satisfactory, very kind soft spoken and professional doctor i asked many questions he replied very softly and satisfactory",2000
146,dr-maaz-ul-hassan,hepatologist,"hepatitis A, Hepatitis C, Alcoholic hepatitis, Hepatitis E, Hepatitis D",lahore,"Marham community is really nice and peaceful, Marham community is really nice and peaceful, He is a good nature and give a good advise
I am fully full satisfied
Thank Marham, He is a good nature and give a good advise
I am fully full satisfied
Thank Marham, Working with dr Maaz ,as his house surgeon in shalamar medical and dental college lahore from 2 feb to 2 may 2018, i found him among very hard working surgeon. He is not only sympathetic with his patients but also  with his whole theater staff and his surgical unit . During my clinical rotation i have learn alot from his surgical skills , which includes the most recent surgical techniques , equipment and advanced procedures . i really feel proud to be his team and i can confidently recommend every1 i careabout to him for consultation . 
, Working with dr Maaz ,as his house surgeon in shalamar medical and dental college lahore from 2 feb to 2 may 2018, i found him among very hard working surgeon. He is not only sympathetic with his patients but also  with his whole theater staff and his surgical unit . During my clinical rotation i have learn alot from his surgical skills , which includes the most recent surgical techniques , equipment and advanced procedures . i really feel proud to be his team and i can confidently recommend every1 i careabout to him for consultation . 
, I had to come urgently without appointment due to a pain in stomach. Dr. Maaz ul Hassan and the rest of the team were kind enough to squeeze me between appointments. They performed their due diligence and were able to get the Crux from the problem. The team did a great job. Doctor did my stomach surgery very well, I did not feel any pain. Since then I have been painless. I found the doctor highly educated and responsible. Therefore, I would strongly recommend Dr. Maaz ul Hassan to everyone who has some kind of common problems, but just come in for a check up to make sure everything is in order, I had to come urgently without appointment due to a pain in stomach. Dr. Maaz ul Hassan and the rest of the team were kind enough to squeeze me between appointments. They performed their due diligence and were able to get the Crux from the problem. The team did a great job. Doctor did my stomach surgery very well, I did not feel any pain. Since then I have been painless. I found the doctor highly educated and responsible. Therefore, I would strongly recommend Dr. Maaz ul Hassan to everyone who has some kind of common problems, but just come in for a check up to make sure everything is in order, Dr. Maaz ul Hassan did my Bariatric surgery well-managed and good surgeon. He guided me very well after my surgery. Basically this operation is not just for weight loss, this will improve the quality of life and after this operation, you will lead a healthy life. He never neglect any patient and is always available to all the patients. He is kind and very nice person. I solute him for changing my life. Before this I live like animals. I do not know what to eat and what not. He accompanied me and helped me with his extensive experience and knowledge. So I am very pleased with him and also recommended to others., Dr. Maaz ul Hassan did my Bariatric surgery well-managed and good surgeon. He guided me very well after my surgery. Basically this operation is not just for weight loss, this will improve the quality of life and after this operation, you will lead a healthy life. He never neglect any patient and is always available to all the patients. He is kind and very nice person. I solute him for changing my life. Before this I live like animals. I do not know what to eat and what not. He accompanied me and helped me with his extensive experience and knowledge. So I am very pleased with him and also recommended to others., Wonderful stuff , the best service, Wonderful stuff , the best service, satisfactory, satisfactory, I had a very good experience with Dr. Maaz Ul Hassan. He did my Bariatric Surgery, after which I had no problem till now. A very experienced and dedicated doctor. I have always recommended to others because he is friendly and always available, I had a very good experience with Dr. Maaz Ul Hassan. He did my Bariatric Surgery, after which I had no problem till now. A very experienced and dedicated doctor. I have always recommended to others because he is friendly and always available, I am very satisfied thank you Soo much, I am very satisfied thank you Soo much, very good, very good",500
147,dr-mariam-salim,hepatologist,"hepatitis A, Hepatitis C, Alcoholic hepatitis, Hepatitis E, Hepatitis D",quetta,"اگر کوئی مجھ سے پوچھے دنیا کا سب سے اچھا انسان کون ہے تو میں کھونگا ڈاکٹر مریم سلیم صاحب انکی انداز گفتگو اور مریض سے بات کرنے کا طریقہ سب سے بہتر ہے, اگر کوئی مجھ سے پوچھے دنیا کا سب سے اچھا انسان کون ہے تو میں کھونگا ڈاکٹر مریم سلیم صاحب انکی انداز گفتگو اور مریض سے بات کرنے کا طریقہ سب سے بہتر ہے, Entirely satisfied with all aspects.I am grateful to have such an efficient and caring surgeon for my Mom's surgery., Entirely satisfied with all aspects.I am grateful to have such an efficient and caring surgeon for my Mom's surgery., Very competent doctor and really helpful. Explains thourghly any questions patient has. Approachable and friendly. So far I have really good experience. Have always been there when I need her., Very competent doctor and really helpful. Explains thourghly any questions patient has. Approachable and friendly. So far I have really good experience. Have always been there when I need her., Dr Mariam Saleem did great job with my wife health exam. She explained everything to my wife very clear manner. She was also kind and friendly
Thank you soo much., Dr Mariam Saleem did great job with my wife health exam. She explained everything to my wife very clear manner. She was also kind and friendly
Thank you soo much., Thanks Dr maryam salim khan best treatment I am satisfied , Thanks Dr maryam salim khan best treatment I am satisfied , Dr Miss maryam is best in treatment I am satisfied best of luck , Dr Miss maryam is best in treatment I am satisfied best of luck , Very competent doctor and really helpful. Explains thourghly any questions patient has. Approachable and friendly. So far I have really good experience. Have always been there when I need her., Very competent doctor and really helpful. Explains thourghly any questions patient has. Approachable and friendly. So far I have really good experience. Have always been there when I need her., Absolute satisfaction , Absolute satisfaction , The way she treats her patients is really appreciated... satisfied with her treatment. , The way she treats her patients is really appreciated... satisfied with her treatment. , she is one of the best surgeon in quetta. humble and nice doctor., she is one of the best surgeon in quetta. humble and nice doctor., Satisfied wih her surgical skills., Satisfied wih her surgical skills., Doctor is a very good and she examined my mother very  well . 
, Doctor is a very good and she examined my mother very  well . 
, Doctor is a very good and she  examined  my mother very well. 
, Doctor is a very good and she  examined  my mother very well. 
, Nice Doctor.
Satisfy with her , Nice Doctor.
Satisfy with her , Dr Mariam salim is a talented, experienced & honest dr. She is sincer to her profession, deals the patients with entire satisfaction & extends very affective/ extraordinary treatment. Her services for the whole Balochistan are commendable..., Dr Mariam salim is a talented, experienced & honest dr. She is sincer to her profession, deals the patients with entire satisfaction & extends very affective/ extraordinary treatment. Her services for the whole Balochistan are commendable..., Nice polite and expert, Nice polite and expert, Nice doctor, Nice doctor, Overall  it  was  satisfactory . Looking  for  results :), Overall  it  was  satisfactory . Looking  for  results :), Dr. Mariam Salim is best consultant for Breast Disease , Dr. Mariam Salim is best consultant for Breast Disease , Satisfied, Satisfied, fully satisfied , fully satisfied ",500
